Class,Red,Green,Blue
Soil,250,202,173
Soil,251,205,175
Soil,255,204,175
Soil,255,187,165
Soil,255,191,157
Soil,255,206,149
Soil,248,199,152
Soil,247,198,154
Soil,251,202,156
Soil,254,230,163
Soil,255,246,171
Soil,255,243,178
Soil,255,233,172
Soil,255,223,162
Soil,255,217,154
Soil,255,208,157
Soil,255,201,165
Soil,255,202,174
Soil,255,211,179
Soil,255,229,181
Soil,255,244,184
Soil,255,249,184
Soil,255,232,176
Soil,255,232,168
Soil,255,236,162
Soil,255,236,167
Soil,255,239,172
Soil,255,242,177
Soil,255,238,178
Soil,255,239,179
Soil,255,246,180
Soil,237,225,177
Soil,225,201,172
Soil,227,173,166
Soil,228,186,162
Soil,230,201,160
Soil,231,185,158
Soil,232,187,153
Soil,231,197,147
Soil,214,185,142
Soil,198,168,135
Soil,183,144,126
Soil,196,165,115
Soil,207,179,113
Soil,217,177,129
Soil,228,185,146
Soil,239,195,160
Soil,251,205,158
Soil,255,216,158
Soil,255,226,160
Soil,255,228,173
Soil,255,228,185
Soil,255,225,198
Soil,253,233,199
Soil,249,232,199
Soil,254,217,199
Soil,255,229,192
Soil,255,241,186
Soil,255,229,181
Soil,255,221,177
Soil,255,214,173
Soil,255,196,168
Soil,255,197,168
Soil,255,220,171
Soil,255,217,174
Soil,255,215,175
Soil,255,221,172
Soil,255,228,169
Soil,255,229,165
Soil,255,200,156
Soil,239,166,147
Soil,205,131,139
Soil,173,134,139
Soil,167,133,139
Soil,192,126,138
Soil,216,161,140
Soil,231,193,143
Soil,230,209,147
Soil,229,208,145
Soil,225,200,141
Soil,213,176,136
Soil,201,162,135
Soil,189,155,136
Soil,208,169,136
Soil,226,184,140
Soil,244,199,148
Soil,251,205,157
Soil,255,219,171
Soil,255,211,167
Soil,255,218,169
Soil,255,218,172
Soil,255,218,173
Soil,255,222,175
Soil,255,233,176
Soil,255,242,175
Soil,255,220,174
Soil,255,219,174
Soil,255,230,174
Soil,255,239,174
Soil,255,245,170
Soil,255,247,164
Soil,255,243,159
Soil,255,238,164
Soil,255,229,186
Soil,255,229,206
Soil,255,233,223
Soil,255,253,229
Soil,255,248,235
Soil,255,232,239
Soil,255,251,226
Soil,255,255,215
Soil,255,255,205
Soil,255,246,196
Soil,255,244,187
Soil,255,252,179
Soil,255,243,172
Soil,255,236,165
Soil,255,248,159
Soil,255,240,159
Soil,245,224,162
Soil,254,216,163
Soil,255,220,165
Soil,255,232,166
Soil,255,253,168
Soil,255,254,167
Soil,255,236,161
Soil,255,222,156
Soil,255,210,152
Soil,255,197,153
Soil,254,203,154
Soil,254,213,154
Soil,255,210,152
Soil,251,204,150
Soil,246,194,147
Soil,241,185,147
Soil,232,176,147
Soil,220,167,147
Soil,208,158,146
Soil,204,158,145
Soil,216,174,144
Soil,227,174,147
Soil,235,177,152
Soil,230,198,157
Soil,227,201,155
Soil,224,198,148
Soil,224,197,142
Soil,224,197,144
Soil,225,198,154
Soil,237,217,163
Soil,250,226,168
Soil,255,219,166
Soil,254,204,165
Soil,240,194,162
Soil,225,197,156
Soil,220,182,150
Soil,217,165,144
Soil,214,183,142
Soil,202,165,139
Soil,183,124,136
Soil,165,127,134
Soil,161,129,131
Soil,176,127,128
Soil,191,136,125
Soil,203,141,123
Soil,202,132,122
Soil,202,142,125
Soil,202,160,130
Soil,207,173,135
Soil,212,179,140
Soil,219,180,145
Soil,238,184,149
Soil,255,189,153
Soil,255,197,158
Soil,255,193,163
Soil,255,192,167
Soil,251,199,166
Soil,248,208,167
Soil,248,212,167
Soil,249,193,162
Soil,249,190,158
Soil,247,198,153
Soil,245,195,155
Soil,246,196,157
Soil,252,201,160
Soil,255,229,166
Soil,255,245,174
Soil,255,232,181
Soil,255,227,173
Soil,255,223,161
Soil,255,211,148
Soil,255,200,152
Soil,255,190,165
Soil,255,206,178
Soil,255,216,183
Soil,255,223,182
Soil,255,238,182
Soil,255,246,180
Soil,255,239,173
Soil,255,236,166
Soil,255,235,161
Soil,255,233,164
Soil,255,233,168
Soil,255,234,171
Soil,255,227,171
Soil,255,228,172
Soil,250,236,172
Soil,233,216,173
Soil,222,191,173
Soil,221,160,173
Soil,219,177,168
Soil,218,195,162
Soil,219,175,157
Soil,221,174,150
Soil,222,182,142
Soil,198,173,134
Soil,176,166,130
Soil,155,163,129
Soil,181,190,125
Soil,209,206,127
Soil,235,199,138
Soil,244,202,150
Soil,251,208,160
Soil,255,216,160
Soil,255,227,160
Soil,255,239,161
Soil,255,233,171
Soil,255,231,181
Soil,255,232,192
Soil,255,236,197
Soil,255,235,202
Soil,255,220,206
Soil,255,236,199
Soil,255,252,187
Soil,255,238,176
Soil,255,226,169
Soil,255,217,167
Soil,255,215,165
Soil,255,223,166
Soil,255,244,172
Soil,255,234,177
Soil,255,225,178
Soil,255,224,174
Soil,255,221,169
Soil,255,214,163
Soil,253,184,150
Soil,234,160,137
Soil,203,137,125
Soil,171,125,130
Soil,163,124,134
Soil,186,131,137
Soil,208,153,136
Soil,223,175,136
Soil,219,187,135
Soil,216,184,134
Soil,213,175,131
Soil,206,159,127
Soil,198,158,130
Soil,188,167,135
Soil,209,182,140
Soil,230,194,146
Soil,251,204,154
Soil,255,212,163
Soil,246,204,160
Soil,255,228,169
Soil,255,218,172
Soil,255,215,174
Soil,254,217,175
Soil,249,217,176
Soil,255,206,178
Soil,255,209,178
Soil,255,211,178
Soil,255,180,177
Soil,255,194,179
Soil,255,236,180
Soil,255,249,182
Soil,255,251,179
Soil,255,241,172
Soil,255,236,165
Soil,255,232,165
Soil,255,232,181
Soil,255,245,197
Soil,255,255,214
Soil,255,255,223
Soil,255,255,233
Soil,255,248,241
Soil,255,255,230
Soil,255,255,218
Soil,255,243,204
Soil,255,234,197
Soil,255,229,189
Soil,255,231,181
Soil,255,219,172
Soil,255,212,163
Soil,255,230,154
Soil,255,231,156
Soil,255,225,162
Soil,255,225,168
Soil,255,229,169
Soil,255,238,169
Soil,255,246,169
Soil,255,248,165
Soil,255,239,158
Soil,255,223,151
Soil,252,209,147
Soil,245,203,150
Soil,245,204,152
Soil,247,206,154
Soil,249,194,151
Soil,248,190,148
Soil,245,190,146
Soil,240,190,148
Soil,234,186,149
Soil,226,181,150
Soil,218,179,151
Soil,218,182,152
Soil,232,196,152
Soil,246,201,156
Soil,255,211,160
Soil,250,243,165
Soil,245,239,163
Soil,241,222,159
Soil,239,213,154
Soil,238,207,154
Soil,237,202,159
Soil,244,214,164
Soil,252,217,167
Soil,255,210,165
Soil,251,190,163
Soil,238,179,160
Soil,224,193,153
Soil,221,194,145
Soil,222,189,139
Soil,222,200,136
Soil,210,180,133
Soil,190,137,131
Soil,171,131,130
Soil,163,128,129
Soil,171,130,127
Soil,179,135,123
Soil,185,141,118
Soil,186,143,114
Soil,187,148,117
Soil,189,156,122
Soil,198,168,129
Soil,207,174,137
Soil,216,175,146
Soil,235,185,154
Soil,253,194,159
Soil,255,201,160
Soil,255,195,162
Soil,255,191,163
Soil,250,194,161
Soil,255,220,168
Soil,243,212,159
Soil,240,196,159
Soil,239,194,160
Soil,240,199,159
Soil,242,199,159
Soil,246,195,159
Soil,253,189,159
Soil,255,206,165
Soil,255,217,172
Soil,255,210,178
Soil,255,212,172
Soil,255,213,162
Soil,255,205,153
Soil,255,205,157
Soil,255,209,169
Soil,255,225,182
Soil,255,235,187
Soil,255,239,186
Soil,255,248,184
Soil,255,251,181
Soil,255,242,174
Soil,255,236,167
Soil,255,231,162
Soil,255,228,164
Soil,255,227,166
Soil,255,225,168
Soil,255,216,166
Soil,255,212,165
Soil,249,216,163
Soil,239,205,169
Soil,231,197,175
Soil,233,193,180
Soil,234,213,174
Soil,234,228,165
Soil,230,199,157
Soil,226,189,147
Soil,223,189,137
Soil,207,180,126
Soil,189,168,124
Soil,172,157,131
Soil,193,190,136
Soil,218,213,141
Soil,244,213,146
Soil,252,212,154
Soil,255,215,160
Soil,255,224,161
Soil,255,235,163
Soil,255,245,164
Soil,255,236,168
Soil,255,231,174
Soil,255,234,180
Soil,255,228,185
Soil,255,218,191
Soil,255,200,197
Soil,255,214,193
Soil,255,232,185
Soil,255,233,177
Soil,255,229,173
Soil,254,223,171
Soil,255,221,169
Soil,255,226,169
Soil,255,239,172
Soil,255,236,175
Soil,255,230,176
Soil,255,227,173
Soil,255,221,169
Soil,252,211,164
Soil,247,184,150
Soil,230,167,135
Soil,204,156,120
Soil,177,135,127
Soil,171,135,133
Soil,189,163,139
Soil,209,164,133
Soil,218,164,128
Soil,206,163,123
Soil,195,160,122
Soil,187,156,120
Soil,193,154,119
Soil,197,161,124
Soil,199,175,134
Soil,219,189,144
Soil,240,202,152
Soil,255,212,160
Soil,255,225,176
Soil,247,186,155
Soil,255,223,174
Soil,255,221,176
Soil,255,221,178
Soil,255,230,178
Soil,255,234,179
Soil,255,220,180
Soil,255,217,180
Soil,255,217,180
Soil,255,201,181
Soil,255,220,183
Soil,255,255,187
Soil,255,255,190
Soil,255,248,188
Soil,255,228,180
Soil,255,227,172
Soil,255,228,168
Soil,255,232,174
Soil,255,255,181
Soil,255,255,189
Soil,255,255,198
Soil,255,250,207
Soil,255,244,216
Soil,255,245,210
Soil,255,239,204
Soil,255,224,197
Soil,255,224,192
Soil,255,225,187
Soil,255,231,182
Soil,255,224,177
Soil,251,220,172
Soil,255,233,166
Soil,255,237,166
Soil,255,235,170
Soil,255,235,174
Soil,255,235,174
Soil,255,237,169
Soil,255,237,166
Soil,255,236,162
Soil,251,235,155
Soil,246,218,147
Soil,240,205,143
Soil,234,201,146
Soil,233,195,151
Soil,233,187,154
Soil,235,172,151
Soil,237,175,147
Soil,240,187,145
Soil,242,198,148
Soil,239,200,151
Soil,233,196,154
Soil,228,192,156
Soil,228,193,158
Soil,238,200,160
Soil,249,208,164
Soil,255,221,168
Soil,255,250,172
Soil,255,253,172
Soil,255,241,169
Soil,252,225,166
Soil,248,212,164
Soil,246,202,163
Soil,248,210,163
Soil,252,212,162
Soil,255,202,160
Soil,248,171,158
Soil,235,154,155
Soil,223,174,147
Soil,223,188,141
Soil,227,195,135
Soil,231,181,129
Soil,220,155,123
Soil,198,118,118
Soil,177,122,119
Soil,164,125,119
Soil,165,129,120
Soil,166,135,119
Soil,168,145,117
Soil,171,159,114
Soil,173,160,116
Soil,177,159,121
Soil,189,169,125
Soil,202,174,134
Soil,214,175,145
Soil,231,190,157
Soil,249,201,162
Soil,255,208,161
Soil,255,201,160
Soil,254,193,159
Soil,255,232,180
Soil,244,190,153
Soil,242,195,151
Soil,240,184,157
Soil,240,193,162
Soil,241,209,165
Soil,242,210,163
Soil,245,205,160
Soil,250,196,158
Soil,255,203,163
Soil,255,209,169
Soil,255,208,175
Soil,255,210,171
Soil,255,212,164
Soil,255,210,157
Soil,255,216,162
Soil,255,228,174
Soil,255,244,186
Soil,255,254,191
Soil,255,255,190
Soil,255,255,189
Soil,255,255,186
Soil,255,244,179
Soil,255,234,171
Soil,255,226,166
Soil,255,218,168
Soil,255,219,171
Soil,255,223,173
Soil,255,221,172
Soil,253,218,170
Soil,249,214,168
Soil,244,210,169
Soil,241,207,172
Soil,245,210,174
Soil,249,222,172
Soil,250,229,167
Soil,241,205,161
Soil,232,197,151
Soil,224,197,138
Soil,217,192,124
Soil,209,178,123
Soil,199,156,134
Soil,214,186,145
Soil,230,212,153
Soil,249,221,155
Soil,253,218,157
Soil,254,215,160
Soil,255,227,163
Soil,255,229,165
Soil,255,227,168
Soil,255,221,167
Soil,255,221,167
Soil,255,227,168
Soil,255,224,175
Soil,255,218,181
Soil,255,205,188
Soil,255,211,187
Soil,255,222,183
Soil,255,227,178
Soil,255,228,176
Soil,255,227,175
Soil,255,224,174
Soil,255,225,173
Soil,255,230,173
Soil,255,232,172
Soil,255,232,172
Soil,255,229,171
Soil,255,227,170
Soil,249,222,167
Soil,241,205,157
Soil,226,193,146
Soil,205,185,137
Soil,184,184,148
Soil,179,197,159
Soil,194,227,169
Soil,209,205,155
Soil,214,177,138
Soil,193,146,123
Soil,174,138,118
Soil,161,139,115
Soil,179,142,113
Soil,196,157,120
Soil,210,179,133
Soil,230,197,146
Soil,250,210,157
Soil,255,220,164
Soil,255,228,172
Soil,250,196,153
Soil,255,229,176
Soil,255,225,180
Soil,255,223,183
Soil,255,233,183
Soil,255,240,182
Soil,255,228,182
Soil,255,227,182
Soil,255,231,182
Soil,255,240,183
Soil,255,255,187
Soil,255,255,193
Soil,255,255,199
Soil,255,235,198
Soil,255,208,188
Soil,255,218,179
Soil,255,224,172
Soil,255,220,167
Soil,255,234,164
Soil,255,248,164
Soil,255,236,173
Soil,255,235,182
Soil,255,237,190
Soil,255,235,190
Soil,255,229,190
Soil,255,220,189
Soil,255,217,187
Soil,255,220,185
Soil,255,228,183
Soil,249,227,183
Soil,241,228,183
Soil,255,240,182
Soil,255,247,181
Soil,255,249,181
Soil,255,245,182
Soil,255,237,177
Soil,255,227,167
Soil,255,224,158
Soil,248,219,154
Soil,236,212,153
Soil,231,198,151
Soil,227,189,151
Soil,223,193,154
Soil,222,188,158
Soil,221,182,161
Soil,220,176,156
Soil,226,178,152
Soil,235,186,148
Soil,243,204,153
Soil,245,212,158
Soil,242,211,162
Soil,238,205,163
Soil,238,200,165
Soil,243,199,167
Soil,249,209,172
Soil,255,221,176
Soil,255,238,180
Soil,255,249,181
Soil,255,254,179
Soil,255,230,178
Soil,254,209,174
Soil,249,190,167
Soil,247,202,162
Soil,246,210,158
Soil,246,213,155
Soil,236,188,153
Soil,224,166,150
Soil,213,168,143
Soil,210,175,137
Soil,211,179,130
Soil,215,165,122
Soil,207,142,114
Soil,192,113,106
Soil,176,119,108
Soil,164,124,110
Soil,161,128,112
Soil,157,133,114
Soil,155,145,117
Soil,157,172,118
Soil,159,174,121
Soil,164,168,124
Soil,181,177,126
Soil,197,182,133
Soil,213,184,142
Soil,229,203,153
Soil,245,210,157
Soil,255,205,156
Soil,255,201,155
Soil,255,237,171
Soil,244,187,151
Soil,242,188,149
Soil,241,193,148
Soil,240,194,153
Soil,240,210,158
Soil,241,233,163
Soil,242,220,162
Soil,244,208,161
Soil,247,198,159
Soil,250,203,163
Soil,253,209,167
Soil,253,213,173
Soil,253,215,171
Soil,255,218,166
Soil,255,225,161
Soil,255,235,167
Soil,255,245,178
Soil,255,255,190
Soil,255,255,196
Soil,255,255,195
Soil,255,255,195
Soil,255,255,191
Soil,255,237,183
Soil,255,228,176
Soil,255,220,170
Soil,255,201,173
Soil,255,208,176
Soil,255,227,179
Soil,255,233,177
Soil,255,229,175
Soil,253,218,173
Soil,250,218,170
Soil,250,218,167
Soil,255,221,166
Soil,255,220,167
Soil,255,215,168
Soil,251,198,168
Soil,238,197,160
Soil,225,203,147
Soil,227,210,134
Soil,228,204,131
Soil,227,185,138
Soil,235,211,145
Soil,244,227,152
Soil,254,221,156
Soil,254,207,160
Soil,252,198,163
Soil,250,211,165
Soil,249,212,167
Soil,249,208,169
Soil,250,211,166
Soil,252,217,163
Soil,255,224,161
Soil,255,221,167
Soil,255,217,173
Soil,255,214,180
Soil,255,214,181
Soil,255,217,180
Soil,255,221,179
Soil,255,226,179
Soil,255,229,179
Soil,255,225,179
Soil,255,223,177
Soil,255,224,173
Soil,255,226,169
Soil,255,228,168
Soil,255,229,169
Soil,255,227,171
Soil,255,224,170
Soil,248,217,164
Soil,237,211,159
Soil,224,207,153
Soil,209,220,169
Soil,205,237,185
Soil,216,255,200
Soil,227,240,177
Soil,224,200,150
Soil,190,144,124
Soil,160,124,115
Soil,139,122,112
Soil,167,129,109
Soil,195,149,117
Soil,222,181,132
Soil,241,205,148
Soil,255,220,159
Soil,255,223,165
Soil,255,243,171
Soil,255,232,170
Soil,255,239,177
Soil,255,231,184
Soil,255,220,190
Soil,255,226,189
Soil,255,231,186
Soil,255,226,183
Soil,255,234,183
Soil,255,248,183
Soil,255,255,183
Soil,255,255,184
Soil,255,255,186
Soil,255,243,189
Soil,255,226,189
Soil,255,219,184
Soil,255,232,178
Soil,255,237,172
Soil,255,221,166
Soil,255,225,159
Soil,255,231,155
Soil,255,223,160
Soil,255,226,165
Soil,255,233,172
Soil,255,228,175
Soil,255,226,179
Soil,255,224,182
Soil,255,213,183
Soil,255,211,183
Soil,255,224,184
Soil,255,225,189
Soil,255,228,194
Soil,255,242,199
Soil,255,255,197
Soil,255,255,194
Soil,255,246,190
Soil,255,228,180
Soil,255,212,165
Soil,253,210,151
Soil,243,204,146
Soil,232,193,151
Soil,225,187,155
Soil,219,185,158
Soil,214,193,162
Soil,213,188,166
Soil,213,183,168
Soil,212,188,163
Soil,219,189,158
Soil,232,189,153
Soil,245,210,161
Soil,250,223,169
Soil,250,228,177
Soil,249,218,175
Soil,248,205,173
Soil,247,193,172
Soil,248,207,175
Soil,251,224,178
Soil,255,232,182
Soil,255,239,183
Soil,255,243,183
Soil,255,229,183
Soil,255,212,179
Soil,252,196,172
Soil,245,200,164
Soil,240,207,158
Soil,235,215,154
Soil,224,197,150
Soil,213,177,145
Soil,202,166,139
Soil,195,161,133
Soil,189,159,126
Soil,185,151,115
Soil,181,138,104
Soil,175,119,93
Soil,167,122,97
Soil,162,125,100
Soil,160,128,103
Soil,158,123,110
Soil,157,127,117
Soil,159,151,123
Soil,161,158,125
Soil,165,160,126
Soil,182,172,127
Soil,199,178,132
Soil,216,181,140
Soil,229,201,148
Soil,244,207,152
Soil,255,199,151
Soil,254,197,149
Soil,248,193,147
Soil,242,184,147
Soil,241,187,146
Soil,242,196,146
Soil,242,211,148
Soil,242,236,151
Soil,241,255,154
Soil,242,227,157
Soil,243,203,159
Soil,243,191,161
Soil,245,203,165
Soil,246,215,168
Soil,246,223,173
Soil,246,226,173
Soil,251,231,172
Soil,255,241,169
Soil,255,247,172
Soil,255,253,179
Soil,255,255,187
Soil,255,255,192
Soil,255,255,194
Soil,255,255,196
Soil,255,255,195
Soil,255,239,188
Soil,255,231,181
Soil,255,222,176
Soil,255,193,178
Soil,255,204,181
Soil,255,237,183
Soil,255,249,182
Soil,255,248,180
Soil,255,232,178
Soil,255,229,171
Soil,255,226,164
Soil,255,224,158
Soil,255,221,163
Soil,255,216,170
Soil,254,208,176
Soil,244,206,169
Soil,233,208,157
Soil,234,209,144
Soil,235,203,140
Soil,237,187,143
Soil,244,212,146
Soil,251,228,151
Soil,255,221,157
Soil,255,204,163
Soil,251,189,167
Soil,246,197,167
Soil,242,197,168
Soil,239,193,169
Soil,236,205,165
Soil,237,217,162
Soil,243,226,159
Soil,249,218,163
Soil,255,212,169
Soil,255,217,175
Soil,255,216,177
Soil,255,215,178
Soil,255,217,180
Soil,255,223,180
Soil,255,230,181
Soil,255,222,182
Soil,255,219,180
Soil,255,221,176
Soil,255,222,171
Soil,255,224,168
Soil,255,228,169
Soil,255,227,171
Soil,255,225,172
Soil,255,224,171
Soil,252,223,168
Soil,248,223,167
Soil,243,245,188
Soil,244,255,209
Soil,254,255,231
Soil,255,255,199
Soil,255,236,161
Soil,210,172,125
Soil,166,130,113
Soil,134,107,109
Soil,164,127,105
Soil,194,155,114
Soil,223,190,132
Soil,240,205,150
Soil,255,214,161
Soil,255,214,165
Soil,255,224,169
Soil,255,246,169
Soil,255,247,179
Soil,255,243,188
Soil,255,233,197
Soil,255,233,195
Soil,255,238,189
Soil,255,242,185
Soil,255,251,184
Soil,255,255,183
Soil,255,255,183
Soil,255,255,182
Soil,255,238,180
Soil,255,227,179
Soil,255,224,178
Soil,255,233,177
Soil,255,249,175
Soil,255,253,172
Soil,255,230,168
Soil,255,227,164
Soil,255,229,162
Soil,255,226,164
Soil,255,231,167
Soil,255,240,172
Soil,255,234,175
Soil,255,233,178
Soil,255,237,181
Soil,255,228,184
Soil,255,224,187
Soil,255,230,189
Soil,255,231,196
Soil,255,233,203
Soil,255,241,210
Soil,255,255,208
Soil,255,255,202
Soil,255,241,197
Soil,255,220,184
Soil,248,202,165
Soil,244,201,147
Soil,240,194,140
Soil,234,178,148
Soil,225,182,158
Soil,216,190,166
Soil,207,201,171
Soil,210,199,175
Soil,216,196,177
Soil,221,208,171
Soil,229,214,164
Soil,240,219,159
Soil,251,236,169
Soil,255,240,180
Soil,253,232,190
Soil,251,227,186
Soil,251,220,181
Soil,253,208,176
Soil,255,222,178
Soil,255,237,181
Soil,255,234,184
Soil,255,235,186
Soil,255,236,186
Soil,255,226,186
Soil,255,216,183
Soil,255,205,176
Soil,245,203,168
Soil,233,203,161
Soil,223,208,156
Soil,213,197,150
Soil,202,181,143
Soil,191,168,137
Soil,180,156,131
Soil,168,145,124
Soil,157,138,113
Soil,155,124,102
Soil,157,107,92
Soil,159,116,95
Soil,159,126,97
Soil,159,137,100
Soil,159,126,105
Soil,160,122,112
Soil,161,138,119
Soil,162,147,123
Soil,166,155,125
Soil,184,169,127
Soil,202,176,132
Soil,220,179,139
Soil,231,196,146
Soil,244,200,148
Soil,255,189,145
Soil,252,187,143
Soil,246,183,142
Soil,240,173,143
Soil,241,186,143
Soil,245,205,143
Soil,248,221,143
Soil,248,231,144
Soil,247,238,146
Soil,246,203,152
Soil,247,189,158
Soil,251,196,163
Soil,254,212,167
Soil,255,226,170
Soil,254,232,174
Soil,253,236,176
Soil,255,239,177
Soil,255,248,177
Soil,255,253,178
Soil,255,255,179
Soil,255,255,182
Soil,255,255,185
Soil,255,255,189
Soil,255,255,194
Soil,255,255,196
Soil,255,254,193
Soil,255,252,189
Soil,255,248,186
Soil,255,232,184
Soil,255,243,183
Soil,255,255,182
Soil,255,255,180
Soil,255,246,179
Soil,255,234,178
Soil,255,231,170
Soil,255,229,162
Soil,255,227,154
Soil,255,223,159
Soil,255,219,168
Soil,255,218,178
Soil,250,215,175
Soil,242,212,165
Soil,240,208,154
Soil,239,197,148
Soil,237,179,147
Soil,246,200,147
Soil,254,218,150
Soil,255,223,157
Soil,255,215,165
Soil,251,203,172
Soil,243,198,170
Soil,241,198,169
Soil,240,200,168
Soil,239,209,164
Soil,241,216,161
Soil,247,220,157
Soil,252,204,160
Soil,255,198,165
Soil,255,214,169
Soil,255,215,174
Soil,255,214,177
Soil,255,219,180
Soil,255,228,182
Soil,255,240,183
Soil,255,225,184
Soil,255,219,183
Soil,255,221,179
Soil,255,220,175
Soil,255,220,172
Soil,255,224,172
Soil,255,225,172
Soil,255,223,172
Soil,255,223,172
Soil,255,222,172
Soil,255,220,172
Soil,255,245,187
Soil,255,255,203
Soil,255,255,221
Soil,255,255,194
Soil,255,239,160
Soil,230,180,126
Soil,172,140,115
Soil,129,113,112
Soil,161,126,109
Soil,193,155,117
Soil,225,193,134
Soil,238,204,152
Soil,252,209,163
Soil,255,206,166
Soil,255,232,170
Soil,255,254,173
Soil,255,253,180
Soil,255,250,188
Soil,255,243,197
Soil,255,242,195
Soil,255,247,191
Soil,255,255,187
Soil,255,255,185
Soil,255,255,184
Soil,255,255,183
Soil,255,235,179
Soil,255,209,174
Soil,255,221,169
Soil,255,231,167
Soil,255,242,169
Soil,255,242,171
Soil,255,236,172
Soil,255,215,171
Soil,255,218,170
Soil,255,225,169
Soil,255,221,169
Soil,255,226,170
Soil,255,235,172
Soil,255,231,174
Soil,255,235,177
Soil,255,245,180
Soil,255,240,186
Soil,255,237,191
Soil,255,239,196
Soil,255,239,204
Soil,255,239,212
Soil,255,240,220
Soil,255,245,217
Soil,255,249,208
Soil,255,226,201
Soil,254,212,188
Soil,234,203,172
Soil,236,204,155
Soil,236,198,145
Soil,236,183,145
Soil,224,185,145
Soil,211,189,151
Soil,200,195,164
Soil,206,194,176
Soil,219,196,183
Soil,230,217,176
Soil,240,231,168
Soil,249,242,163
Soil,255,247,174
Soil,255,244,185
Soil,255,229,197
Soil,252,231,192
Soil,253,232,186
Soil,255,230,180
Soil,255,245,181
Soil,255,255,184
Soil,255,244,187
Soil,255,238,189
Soil,255,236,189
Soil,255,223,190
Soil,255,215,187
Soil,255,209,180
Soil,254,217,173
Soil,248,221,165
Soil,241,222,157
Soil,224,202,150
Soil,205,183,142
Soil,187,172,135
Soil,173,157,129
Soil,158,142,121
Soil,143,133,111
Soil,140,119,101
Soil,145,100,90
Soil,151,110,93
Soil,155,124,96
Soil,156,142,99
Soil,158,132,101
Soil,161,124,104
Soil,162,133,107
Soil,164,143,113
Soil,168,154,120
Soil,186,172,126
Soil,205,184,134
Soil,224,192,144
Soil,234,212,154
Soil,245,216,159
Soil,255,202,158
Soil,251,193,158
Soil,245,189,157
Soil,239,194,155
Soil,242,204,153
Soil,248,218,151
Soil,254,228,148
Soil,254,231,145
Soil,252,228,144
Soil,250,195,152
Soil,253,186,160
Soil,255,206,167
Soil,255,224,169
Soil,255,238,172
Soil,255,241,174
Soil,255,242,178
Soil,255,242,182
Soil,255,241,185
Soil,255,245,184
Soil,255,250,180
Soil,255,253,177
Soil,255,255,179
Soil,255,255,185
Soil,255,255,192
Soil,255,255,197
Soil,255,255,197
Soil,255,255,198
Soil,255,255,197
Soil,255,252,190
Soil,255,255,185
Soil,255,255,180
Soil,255,252,179
Soil,255,239,178
Soil,255,233,177
Soil,255,231,168
Soil,255,229,160
Soil,255,229,151
Soil,255,225,156
Soil,255,222,165
Soil,255,227,174
Soil,255,224,174
Soil,251,217,168
Soil,246,214,162
Soil,242,209,158
Soil,238,201,156
Soil,247,212,155
Soil,255,222,156
Soil,255,223,162
Soil,255,221,168
Soil,251,215,173
Soil,241,205,172
Soil,239,202,171
Soil,241,204,169
Soil,242,215,166
Soil,246,221,163
Soil,252,222,160
Soil,255,201,161
Soil,255,191,164
Soil,255,213,166
Soil,255,214,171
Soil,255,212,176
Soil,255,227,181
Soil,255,245,184
Soil,255,255,185
Soil,255,242,187
Soil,255,229,187
Soil,255,225,183
Soil,255,224,179
Soil,255,224,176
Soil,255,227,174
Soil,255,227,173
Soil,255,225,172
Soil,255,225,174
Soil,255,223,175
Soil,255,221,176
Soil,255,239,186
Soil,255,255,197
Soil,255,255,209
Soil,255,255,185
Soil,255,236,156
Soil,246,184,126
Soil,181,153,118
Soil,127,132,119
Soil,159,127,118
Soil,193,148,126
Soil,226,188,140
Soil,236,206,155
Soil,247,217,164
Soil,255,218,167
Soil,255,222,168
Soil,255,255,179
Soil,255,255,181
Soil,255,251,183
Soil,255,247,186
Soil,255,250,188
Soil,255,255,189
Soil,255,255,189
Soil,255,255,188
Soil,255,255,186
Soil,255,254,185
Soil,255,240,182
Soil,255,225,178
Soil,255,230,174
Soil,255,237,172
Soil,255,243,174
Soil,255,238,176
Soil,255,229,177
Soil,255,215,175
Soil,255,220,174
Soil,255,227,174
Soil,255,219,173
Soil,255,220,173
Soil,255,226,172
Soil,255,224,174
Soil,255,230,177
Soil,255,246,180
Soil,255,245,187
Soil,255,246,195
Soil,255,249,202
Soil,255,248,211
Soil,255,247,220
Soil,255,251,229
Soil,255,255,225
Soil,255,255,215
Soil,255,233,205
Soil,255,212,194
Soil,240,199,179
Soil,233,202,164
Soil,228,196,151
Soil,225,180,141
Soil,218,180,132
Soil,209,184,135
Soil,198,188,156
Soil,208,190,176
Soil,224,196,189
Soil,241,223,181
Soil,250,244,173
Soil,255,255,165
Soil,255,244,173
Soil,255,229,180
Soil,255,214,189
Soil,254,222,186
Soil,255,229,182
Soil,255,232,178
Soil,255,241,179
Soil,255,246,182
Soil,255,237,185
Soil,255,233,187
Soil,255,232,188
Soil,255,215,189
Soil,255,211,185
Soil,255,216,178
Soil,255,237,171
Soil,255,241,163
Soil,255,226,154
Soil,238,200,145
Soil,211,179,138
Soil,186,173,133
Soil,169,160,127
Soil,156,144,120
Soil,142,134,110
Soil,138,121,99
Soil,140,104,89
Soil,143,106,92
Soil,145,112,95
Soil,144,122,98
Soil,144,113,97
Soil,146,109,96
Soil,155,125,96
Soil,163,135,104
